income_yearly,debt_total,payment_history_score,credit_limit,credit_used,credit_utilization_ratio,credit_worthiness
741221,1027766,31,264414,136939,0.52,bad
763302,1032405,98,155346,93794,0.6,good
318430,464289,40,108313,27602,0.25,good
1818037,973236,75,488442,309437,0.63,good
1571348,191600,30,512157,492036,0.96,bad
3826957,4087936,77,909571,840827,0.92,bad
546603,677834,11,111405,,0.81,bad
3111568,1156298,100,903754,289179,0.32,good
,1507554,63,533627,482670,0.9,good
302606,84819,,34456,26985,0.78,good
1638295,442681,27,240817,37643,0.16,good
1291978,546843,100,421948,325010,0.77,good
2606433,2501803,86,933170,428031,0.46,good
3346830,1197632,66,880542,,0.04,good
2489054,1141432,90,494588,278947,0.56,good
2125710,1781413,25,,385667,1,bad
1156550,1067525,58,144405,35146,0.24,good
2221587,1164975,10,356542,,0.23,good
3383082,1544880,,542985,241239,0.44,good
2927269,1126086,44,1155916,1037512,0.9,good
925436,1363449,93,125633,93182,0.74,bad
1258731,599704,34,420876,45575,0.11,good
558699,423836,11,106012,96840,0.91,bad
3161797,,59,549818,,0.94,good
3957743,2587620,78,1157994,752725,0.65,good
3945036,,82,461650,408573,0.89,bad
3615056,4570526,15,,436316,0.6,bad
1526805,1256684,62,439924,266431,0.61,good
1151537,29590,55,395308,234263,,good
890836,1212772,30,236551,227251,0.96,bad
516029,736779,3,97574,68786,0.7,bad
884376,1179775,66,129456,90619,0.7,good
,91426,85,708867,189959,0.27,good
2816169,3570145,11,564300,335404,0.59,bad
1498571,1388752,95,406224,275397,0.68,good
2234976,2178006,78,883491,797260,0.9,bad
3088940,332136,28,779204,665649,0.85,bad
2518445,2932907,56,330967,158868,0.48,good
556258,506083,85,,61485,0.8,bad
3642194,1083266,85,696836,486034,0.7,good
2332022,3049602,1,483833,129624,0.27,bad
1240932,401278,98,425444,260898,0.61,good
2578249,2605515,26,779498,,0.26,bad
,187780,2,69099,21814,0.32,good
2437057,2344628,41,275995,145813,0.53,good
2144376,1462220,39,444564,130632,0.29,bad
3785408,1770648,1,571164,329077,0.58,good
3423045,2971635,91,1356869,838396,0.62,good
320875,207531,82,65716,25442,0.39,good
,299034,69,230632,196861,0.85,good
,1361630,99,798367,103377,0.13,good
,628013,31,402385,318744,0.79,bad
1746324,1664342,46,175174,113073,0.65,good
176850,41759,60,63601,34832,0.55,good
3082281,1818970,51,520290,80480,0.15,good
3418151,3589791,,371965,35488,0.1,good
2453456,3217926,32,522356,32017,0.06,bad
2829100,3004764,77,738438,251823,0.34,good
621292,352554,69,195472,37216,0.19,good
1564919,1227904,27,327351,178122,0.54,bad
1448903,1429618,82,427736,268816,0.63,good
3561637,1734455,95,1112230,,0.3,good
170699,189072,46,65432,25234,0.39,good
3812567,2601694,66,1454222,666054,0.46,good
3697601,3052891,31,737233,556454,0.75,bad
3851621,5493246,90,451403,255419,0.57,good
763213,1085004,,81319,50699,0.62,bad
1793674,862427,82,,163105,0.46,good
774932,1039212,82,106083,,0.99,bad
347594,415631,100,44618,21927,0.49,good
1325290,1830839,95,435429,118403,0.27,good
2285430,1319701,45,,78679,0.1,good
1216684,47082,57,176011,4914,0.03,good
,693824,100,,254495,0.35,good
2137294,2457403,40,696507,468853,0.67,good
,2385503,94,310495,169924,0.55,good
3202248,44566,12,938876,520441,0.55,good
1914586,828260,11,245240,198733,0.81,bad
2319971,418609,58,721928,342492,0.47,good
,1079905,30,121605,86897,0.71,bad
3476469,1187563,55,,236268,0.19,good
1496970,268846,65,,362411,0.95,good
1083113,,,326807,,0.05,bad
2644163,89567,76,576992,105679,0.18,good
551612,44640,0,148261,19670,0.13,good
3895830,2600199,94,731751,73523,0.1,good
3610635,445498,14,507624,338190,0.67,good
1853892,2504109,,493918,,,bad
782751,108079,81,245628,89408,0.36,good
3095711,402546,31,1003644,612132,0.61,good
3993156,5878143,2,1508562,529761,0.35,bad
3188137,,100,945602,797758,0.84,bad
3523995,4304076,85,490541,330284,0.67,good
393865,502598,49,40512,26209,0.65,good
3941438,3203808,30,974682,290118,0.3,bad
,1250253,2,508066,483736,0.95,bad
1533765,1276377,58,567255,312261,,good
3495042,2926944,,1215853,958832,,bad
1413863,1534926,19,485990,26766,0.06,bad
467099,,19,,95598,0.53,good
,3284094,79,775524,175034,0.23,good
1511686,953720,58,,360447,0.94,bad
3020847,3451079,28,690707,81076,0.12,bad
2639325,2796632,15,1030547,298077,0.29,bad
2547643,3602022,11,521315,313143,,bad
2390225,654421,4,949494,933657,0.98,bad
2546098,1343103,71,982176,243474,0.25,good
1389975,1572328,,322473,319838,0.99,bad
349066,5548,72,54190,15171,0.28,good
357510,503881,6,89971,36183,0.4,bad
3204338,1257099,86,886333,778199,0.88,good
3731504,,0,1343861,563137,0.42,good
2103879,1486917,57,754958,77789,0.1,good
3517238,617160,88,579042,241193,0.42,good
2123399,140147,92,455696,,0.56,good
2991422,13496,73,721102,81988,0.11,good
3980366,4494914,63,1131300,47524,0.04,good
2529264,677296,63,367005,262898,0.72,good
1911406,1199035,95,321467,,0.24,good
3330784,1295897,79,1117684,490704,0.44,good
1195219,1579535,,294418,10868,0.04,bad
216861,,86,80217,3078,0.04,good
1317023,1589739,68,252614,229331,0.91,bad
3778395,4964381,89,469156,404339,0.86,bad
1886498,167776,43,365259,137106,0.38,good
,874447,58,413271,186974,0.45,good
986780,647202,48,158909,85807,0.54,good
3800880,4034826,23,485464,391233,0.81,bad
549339,349598,74,126294,37409,0.3,good
3022546,2456658,32,346190,25472,0.07,bad
3753980,4959768,27,1459013,150429,0.1,bad
2708266,1612824,82,434599,99500,,good
3053969,587835,36,735444,17838,,good
1451477,707475,79,158466,39574,0.25,good
1753720,616194,48,433226,44573,0.1,good
3734705,2490473,91,875347,,0.16,good
2707660,64926,57,294158,195070,,good
1672492,1151618,69,193657,98720,0.51,good
2932771,4124584,40,951620,766640,0.81,bad
,1468193,26,,,0.92,bad
2346505,1205537,19,680793,222400,0.33,good
2648692,2246786,93,937473,817297,,bad
3403609,4675363,78,,49018,0.07,good
,165944,25,302679,,0.96,bad
102090,110832,86,22296,19757,0.89,bad
3734951,4431911,,497689,453274,0.91,bad
2510614,4577,21,952929,,0.66,good
422341,211919,88,77769,23697,0.3,good
1001811,191079,20,344568,229256,0.67,good
572964,504124,7,195453,44498,0.23,bad
2206173,204285,82,865162,770479,0.89,good
801526,286150,27,293559,41635,0.14,good
1810705,1315745,5,606058,100619,0.17,bad
554540,312313,53,179242,11334,0.06,good
3230688,2950778,31,1187439,275223,0.23,bad
3896836,3127132,95,1496932,998946,0.67,good
2583294,2910681,62,280168,19034,,good
2631310,3287897,30,944404,30534,0.03,bad
2438481,3156645,85,351604,,0.08,good
2992083,1918350,83,424651,234180,0.55,good
2634008,714978,55,720705,27582,0.04,good
1782643,,58,214624,156175,0.73,good
,,51,607580,237991,0.39,good
1822334,201792,79,427078,152270,0.36,good
3054469,1570606,74,1110894,1005198,0.9,good
3467365,3618006,22,864470,321533,0.37,bad
2094357,517646,63,394904,32682,0.08,good
3982420,2613560,58,1558793,189577,0.12,good
1933875,2511573,31,613321,403466,0.66,bad
226665,23247,74,43888,10340,0.24,good
3678601,2214804,3,,132270,0.34,bad
2196688,3205451,42,,103792,0.34,good
1359373,577797,19,503182,192919,0.38,good
1039780,969429,87,139939,110298,0.79,bad
1500392,1658397,71,299001,130744,0.44,good
187883,51448,59,57171,54260,0.95,good
656461,871223,3,204206,18028,0.09,bad
540339,100870,58,165994,45835,0.28,good
1770220,2154428,17,492075,49411,0.1,bad
2070847,430827,96,327243,,0.14,good
2975986,1890212,85,543391,474911,0.87,bad
1981312,1943893,92,389042,347286,0.89,bad
2787698,1045833,9,1069650,251012,0.23,good
,3967729,0,547343,24158,0.04,bad
2431837,1093345,67,537896,141923,0.26,good
117827,123556,89,19072,11680,,good
3998023,5855296,28,734182,492292,0.67,bad
1825296,1913428,5,536284,457798,,bad
2890248,1993179,29,760460,380792,0.5,bad
3953878,4997686,17,767081,200411,0.26,bad
2188312,,12,468625,11337,0.02,bad
705171,862846,36,272229,26417,0.1,bad
1622539,1985077,89,245686,169135,0.69,good
338184,393841,,66577,36467,0.55,good
,514809,56,739319,,,good
1549277,1438845,55,287869,258766,0.9,bad
365506,353484,61,89821,39376,,good
3739965,,96,739423,241653,0.33,good
762591,1075500,95,153616,60432,0.39,good
3496696,2536909,57,618835,434817,0.7,good
1988523,2787978,98,417025,287665,0.69,good
1275905,1651082,89,293923,15246,0.05,good
,3416790,48,,1098404,0.97,bad
1498796,1479240,33,464231,361201,0.78,bad
902629,610147,99,341603,294185,0.86,bad
981492,604860,38,236756,86199,0.36,bad
1863601,1600594,62,687720,,0.11,good
3982081,806339,36,932682,587405,0.63,good
2384505,38259,43,397972,18515,0.05,good
2441545,61369,,384814,305686,0.79,good
1160459,342211,,379424,,0.78,good
3272031,403708,90,354734,276005,0.78,good
1236337,204870,8,,160260,0.37,good
1735105,,26,629788,503802,0.8,bad
3333439,9672,46,355399,310191,,good
3355593,2209263,54,469595,191059,0.41,good
2060998,2872156,66,329370,,0.76,bad
2787447,3927304,81,799889,691317,0.86,bad
2468803,2575990,58,275359,145984,0.53,good
3505847,1215657,78,1041282,,0.68,good
1046010,945154,15,217611,151441,0.7,bad
647668,,99,79478,,0.5,good
895899,867000,0,310503,139245,0.45,bad
3626460,4430820,2,1391633,1349623,0.97,bad
2157214,2883729,23,852961,299051,0.35,bad
458726,625301,22,138848,94641,0.68,bad
,998356,19,156831,32390,0.21,bad
3795634,3870670,61,1101698,796390,0.72,bad
3630015,4150237,97,501519,135070,0.27,good
437177,10967,23,61963,60861,0.98,bad
991805,909046,91,248938,143001,0.57,good
1130921,599304,,,193389,0.43,good
2924817,,78,416210,228385,0.55,good
814263,1188354,54,213427,159615,0.75,bad
2950539,2496727,94,850667,161305,0.19,good
1636944,62353,29,467662,112980,0.24,good
1759623,2381798,60,259923,120426,0.46,good
698159,678724,54,88762,53554,0.6,good
1718441,2441003,76,495166,295887,0.6,good
315479,315403,14,45811,23712,0.52,bad
2888617,2932378,59,689345,,0.86,bad
,337227,75,167687,112852,,good
1169333,1424360,78,135755,76652,0.56,good
2003822,2918297,23,553866,84651,0.15,bad
3186166,684342,35,673079,188439,0.28,good
3459070,1519571,87,919436,122933,0.13,good
2208975,,,416056,212709,0.51,good
3819710,5154695,8,1523167,830898,,bad
1075722,205171,81,426394,136125,0.32,good
2253799,1814567,52,,156498,0.18,good
1301119,1781922,83,504867,401675,0.8,bad
865959,11604,23,143864,10709,0.07,good
270657,191531,83,90142,,0.53,good
,1105956,43,487603,279606,0.57,good
2568149,1305435,7,,841581,0.99,bad
335813,58373,19,65378,55344,0.85,bad
718591,,,98785,73644,0.75,bad
764880,231862,85,299227,,0.54,good
2212256,2254836,0,557700,429708,0.77,bad
1624761,641241,45,,296397,0.46,good
,1018618,39,588498,256015,0.44,bad
1161173,,,392069,275894,0.7,good
3508329,2023771,56,692337,377030,0.54,good
2619292,3397742,80,394466,,0.33,good
3504346,2761814,43,1225300,1191920,0.97,bad
3556458,277789,70,486011,396992,0.82,good
1150130,1595444,6,427426,172560,0.4,bad
1843650,2697759,72,,6599,0.02,good
1415252,487162,61,423061,27063,0.06,good
,1918909,51,516395,447270,0.87,bad
3972289,3082828,79,1149963,566096,0.49,good
1399602,205117,,358622,,0.86,good
3430336,1702776,66,537196,13642,0.03,good
1858400,627328,81,522427,56007,0.11,good
1265279,713795,22,237218,173198,0.73,bad
248635,495,,46981,15479,,good
3239439,1494690,47,866306,410874,0.47,good
,352845,56,529145,42322,0.08,good
,3325573,11,1385741,489042,0.35,bad
455514,428749,69,51336,40220,0.78,bad
1294344,1067374,22,172954,68021,0.39,bad
2123955,104224,59,579786,404249,0.7,good
863041,448189,36,91885,80032,0.87,bad
,108192,71,72650,9261,0.13,good
3405387,1732845,89,811651,528121,0.65,good
3535543,2782709,42,920369,725252,0.79,bad
2538132,3693350,57,997794,,0.7,good
3248982,3664264,97,586495,95688,0.16,good
319647,177866,87,62117,2818,0.05,good
3056184,2320339,69,1203621,269117,0.22,good
3969476,3464571,99,506707,503813,0.99,bad
2260979,2664398,,888107,754903,0.85,bad
3570959,3316592,72,418814,109868,,good
3372590,3655305,98,764726,,0.74,bad
381841,77598,51,40435,4205,0.1,good
2280367,,8,843070,709751,0.84,bad
2758805,519671,58,659843,320278,0.49,good
3434944,2793275,,900395,131081,0.15,bad
1785372,1604622,78,401870,313690,,bad
,205931,2,25546,24680,0.97,bad
3277654,4628615,8,830497,769943,0.93,bad
1227463,,10,300192,239515,0.8,bad
587738,645240,80,210960,20491,0.1,good
3236968,2772312,,386423,295691,0.77,bad
543874,78056,,160982,157041,0.98,bad
1348896,1000943,51,176985,21886,0.12,good
1098019,1189091,38,,346844,0.84,bad
958656,343201,59,363366,310912,0.86,good
3778208,1435984,14,887322,248182,0.28,good
1110457,,64,351342,309888,0.88,bad
456274,464566,51,88250,8958,0.1,good
2049743,1878246,53,602959,,0.48,good
3900989,1733552,16,882993,430529,0.49,good
1539439,1281878,82,474395,22691,0.05,good
504988,532172,6,83367,7348,0.09,bad
3749657,2683554,62,757815,158135,0.21,good
1834943,500370,30,228159,43734,0.19,good
2436518,164498,4,648225,642213,0.99,bad
1197764,13387,24,319698,,0.92,bad
3320981,2921713,46,814542,632333,0.78,bad
1269219,843733,48,236204,14526,0.06,good
602296,128326,78,67527,6421,,good
1041812,1548254,29,239781,10562,0.04,bad
1716555,319378,40,355896,,0.08,good
2016918,344584,72,222048,,0.07,good
3470323,1921787,40,783261,718926,0.92,good
3037516,1158719,63,848793,82775,0.1,good
1385388,370368,45,,146398,0.52,good
1097544,712907,39,184074,164731,0.89,bad
1898156,2063375,,193969,192926,0.99,bad
3001965,2215634,11,576071,381834,0.66,bad
1236356,486326,93,435687,45275,0.1,good
3847344,1057048,89,452385,421445,,good
1967704,329782,66,692273,128706,0.19,good
3944156,3427817,86,1470069,353652,0.24,good
1597331,641381,76,588889,386266,0.66,good
3611956,1455511,53,676290,625077,0.92,good
309600,356723,58,121694,63780,0.52,good
,920843,51,803914,278006,0.35,good
379686,353486,37,125984,4569,0.04,bad
1951970,338201,68,777737,584939,0.75,good
1665358,2132473,40,276254,167770,0.61,good
3090955,3923263,80,720850,586351,0.81,bad
1515898,747955,99,246864,240570,0.97,good
190993,237527,96,32427,23662,0.73,bad
3742477,1093276,6,1414638,936146,0.66,good
3720763,3669281,8,644388,,0.61,bad
,2036707,21,398323,68578,0.17,good
2351067,,16,882237,854504,0.97,bad
2304976,,15,623715,471101,0.76,bad
,204099,37,138659,64721,0.47,good
3342944,4460121,82,766179,660540,0.86,bad
1294499,1827965,12,517639,,0.66,bad
3118448,3613647,4,357666,95097,0.27,bad
482392,448976,36,78900,37806,0.48,bad
3913716,2544990,,845688,514049,0.61,bad
2050292,416444,61,516661,360878,0.7,good
2614936,3787485,93,744743,140920,,good
2342381,2764693,73,354068,152775,0.43,good
,1110503,41,402968,119546,0.3,good
3039399,,96,417551,89812,0.22,good
995589,487988,,232843,149673,0.64,good
1807086,308273,71,,77530,0.19,good
3453209,4651088,94,356468,117455,,good
2101350,2695214,28,828603,,0.07,bad
705595,869084,88,87889,,0.11,good
2088379,1554384,53,344808,168865,0.49,good
,1647642,53,236863,36093,0.15,good
553418,462242,51,190212,99899,0.53,good
2023388,779323,75,482104,453727,0.94,good
2279634,,9,795222,,0.48,bad
1220192,108707,28,209058,196159,0.94,bad
3501825,2024595,30,353689,179446,,good
,1072855,24,189347,24197,0.13,bad
3775640,2453057,,458105,160866,0.35,bad
1573975,1008206,10,518894,17234,0.03,bad
,1768544,81,850045,,0.83,bad
2526733,3249762,26,299427,,0.13,bad
2628086,1447712,47,821300,713600,0.87,good
2862807,1149933,33,952825,555109,0.58,good
1994604,56098,73,738042,533737,,good
2687890,,22,281247,225737,0.8,bad
2818390,2556602,31,804451,659178,0.82,bad
1642601,2409171,95,287335,174603,,good
433214,435985,5,99885,41902,,bad
406771,220885,32,81553,28469,0.35,good
413884,138783,15,,29961,0.45,good
1895124,2384023,48,470509,234669,0.5,good
2890177,2413171,89,,913950,,bad
1599028,2129132,64,523674,184205,0.35,good
,779269,92,181679,133582,0.74,bad
1094232,762923,78,270302,135330,0.5,good
3469735,1331520,13,1167495,507430,0.43,good
708877,629295,71,146008,8722,0.06,good
2313676,2903438,27,784136,46809,0.06,bad
2726986,488999,,877550,732734,0.83,good
1998255,627787,38,314673,247666,0.79,bad
2316866,1436130,96,749490,660012,0.88,bad
2449251,438623,7,712637,2243,0,good
,2317476,62,285868,49430,0.17,good
290877,253033,88,42966,6584,0.15,good
1818256,1373242,73,341517,112403,0.33,good
2529420,,53,258904,99592,0.38,good
655839,53361,86,132105,82624,0.63,good
734591,985568,68,280654,81529,0.29,good
2479709,572100,31,,,0.35,good
3226126,1627875,54,889340,422298,0.47,good
2871248,3075662,69,941933,379194,,good
1031889,654278,28,254532,131963,0.52,bad
3451977,4072064,16,505820,180486,0.36,bad
2166326,,12,349626,121248,0.35,bad
3324203,1660965,,652531,274940,0.42,good
557092,514713,52,108121,38341,0.35,good
1406545,1297073,80,366295,295815,0.81,bad
834684,985552,16,154028,945,0.01,bad
226664,233155,26,24486,22973,0.94,bad
1351934,1755565,16,358407,163049,0.45,bad
1777026,697551,68,422581,141810,0.34,good
3022064,683902,7,465144,193029,,good
3568971,3983035,80,612584,17384,0.03,good
973781,1196215,27,327267,324404,0.99,bad
1970098,263430,,334064,77645,0.23,good
2653346,,37,571487,239204,0.42,good
1444477,1644212,,318446,244157,,bad
953937,1363527,68,299512,250358,0.84,bad
712402,208276,93,83385,44522,0.53,good
,710024,87,605372,38927,0.06,good
2882163,372603,4,981113,909944,0.93,bad
2220938,925946,,265275,148162,0.56,good
1544065,497889,80,337075,318202,0.94,good
,1365887,36,643927,260171,0.4,bad
2617144,2464977,85,1023694,330603,0.32,good
929898,176255,88,120021,75904,0.63,good
176015,,70,37068,30023,,bad
,214452,59,43683,29527,0.68,good
,1082675,,553907,360559,0.65,good
1206431,603374,28,236013,83679,0.35,good
3814628,776837,75,486675,146229,0.3,good
2206595,1421486,14,461951,313378,0.68,bad
1885811,2416312,6,224402,157311,0.7,bad
1942141,1504695,56,629235,107544,0.17,good
3519722,2258062,6,1064168,127486,0.12,bad
2309916,2238696,35,745453,742945,1,bad
928082,1101717,98,288056,263187,0.91,bad
3507051,964560,65,908326,488579,0.54,good
1513024,,80,352851,91397,0.26,good
3381312,2272975,96,856176,541115,0.63,good
1468453,1843956,34,186425,,0.71,bad
3255159,409684,,1297932,637636,0.49,good
2329097,2881887,87,753111,539633,0.72,bad
720186,605007,33,249244,175224,,bad
3824369,1927069,64,807693,730039,0.9,good
3199197,212282,,1075211,940929,0.88,bad
3240131,969067,92,950024,948261,1,good
3205525,2683505,27,1067166,610644,,bad
2613785,3266302,78,693899,64947,0.09,good
606256,277503,14,215994,39379,0.18,good
,982415,96,346402,272610,,bad
